symptoms	sentences
chest pain,vomit	What do you mean, chest pain, constipation? Which part of the stomach is it?
heart attack,bowel sound	Is the shit normal? Is there something wrong with the stomach?
diarrhea,dehydration,stomach ache	If the stomach pain is not alleviated or for a long period of time, it is recommended that it be better to visit the hospital, that the doctor check the stomach ache and determine which part of the stomach?
diarrhea,heat,blood in stool	How many times a day do you have to take a shit? Do you have a fever, diarrhea?
diarrhea,hunger	How long has it been? Is there anything else? Have you got diarrhea?
black poo,sore throat	How many times a day do you have to take a shit? Do you have a throat or something?
abdominal distention,ventilation,counter-current	What are you talking about?
hiccup,abdominal pain,abdominal distention,counter-current	Are there anti-acids, hiccups, abdominal pains?
diarrhea,loose stool,indigestion	What do you see in your indigestion? How many times a day do you take a shit?
stomachache,reflux	What are you talking about?
urgent urination,frequent urination	How long has it been? How many times a day do you have a urinary ache?
helicobacter infection,blood in stool	If the symptoms are repeated and unmitigated or accompanied by other discomforts, such as stomach inflammation, a phantom snails infection can be repeated.
hunger,gastrointestinal discomfort	What are you talking about?
cough,stuffy nose,sore throat	Does the nose hurt? Does the cough have something to do with the stomach?
cough,burning sensation in the pharynx,hunger,hiccup	There's no pharynx, hunger, burp?
cramps,palpitations	What are you talking about?
cough,palpitations,anorexia,nausea	Then it's a pleasure to answer! Cough doesn't matter. Anorexia is common.
stomachache,bloating,hiccup	How long has it been? Is there anything else? Stomach, bloated, gastric, stomachache?
intestinal obstruction,abdominal pain	What's wrong with you?
exhaust,bloating,anorexia	What are you talking about?
counter-current,restlessness	What are you talking about?
abdominal distention,restlessness,lethargy	The first is to change the bad habits of life by paying attention to the fact that fried food, pickled food, cold and hard-stimulating food, which is not necessarily a problem, and not necessarily an anxiety disorder, which may also lead to a higher number of defections in the diet.
black stool,blood in stool	How many times a day do you have to take a shit? Do you have a blood pus, a pus?
abdominal pain,disgusting	Are there any other uncomfortable things, such as nausea, abdominal pain, etc.
disgusting,gastrointestinal discomfort,diarrhea,heat,frustration,loose stool,bowel sound	The tummy grunt is an intestinal hysteria, which can be a diarrhea or a fever. The problem of the intestinal tract is not a big problem, and it is recommended that the digestive section of the hospital be adapted for a look.
abdominal distention,difficult eating,indigestion	Besides pain, do you have a greasy diet? Does your stomach hurt? Does it hurt?
stomach ache,hiccup,disgusting,gastrointestinal discomfort	Is there a stomach hiccup or something that's been going on all day?
abdominal pain,abdominal distention,difficult eating	How long has it been? Is the stomach swollen? What's the matter?
disgusting,diarrhea,abdominal pain,counter-current,abdominal distention,hiccup	What are the symptoms of the cold? Anti-acid gas, nausea, abdominal pain, diarrhea?
heat,abdominal pain,gastrointestinal discomfort	Are there any abdominal pains? What's wrong with the stomach? Have you got a fever?
fever,headache	How long has this been going on? Have you ever had a fever, headache?
bloating,sticky stool,stomach ache,loose stool,indigestion	How many times have you had it? Stomach ache, loose shit, what? Consider indigestion.
disgusting,ventilation,bowel sound	What are you talking about?
gastrointestinal dysfunction,abdominal pain,loose stool	What's the matter with you?
gastrointestinal discomfort,abdominal distention,back pain	Are there any abdominal swellings? What's wrong with the back? Have you done any tests?
stomachache,bowel	What are you talking about?
ventilation,hiccup	What's wrong with you?
gastrointestinal discomfort,abdominal pain,abdominal distention,blood in stool	What are the symptoms of a stomach sickness? A stomach swelling? Aches? Possibilities?
stomachache,indigestion	What are you talking about?
heat,dysbacteriosis	There may be bacterial disorders in the intestinal tract, which can be adapted for a certain period of time, such as shit, hot, cold, or cold.
stomachache,bowel,reflux,hiccup	What are the symptoms of the stomach? Consider gastrointestinal inflammation, intestinal inflammation, constipation, gas, etc.
difficult eating,hiccup	How long has it been? Is there something wrong with it?
perianal pain,blood in stool	How many times a day do you have to take a shit? Do you have a pus? Have you had a diarrhea?
disgusting,indigestion	How long has this been going on? Is there a nausea? What's the matter with you?
reflux,chest pain	What are you talking about?
difficult eating,disgusting,bowel sound	How long has it been? Is there something wrong with the stomach? What's the matter with you?
diarrhea,disgusting,loose stool	How many times have you had it? Have you had a diarrhea? Is it disgusting?
frustration,disgusting,loose stool,bowel sound	What do you think you're talking about, if you eat a shit, or you don't want to see it again?
disgusting,diarrhea,abdominal pain,difficult eating,heat,counter-current,hot heart,abdominal distention	The term “intestinal flu” refers to viral gastrointestinal inflammation, which is not a special type of flu, manifested mainly in poor eating habits, mainly due to eating difficulties, resulting in irritation of the intestinal tracts, burning hearts, wasting, etc.
abdominal distention,bowel sound	The intestines move faster when it's swollen. What's the matter with you?
weight down,difficult eating	How long has this been going on? Have you lost weight or weight?
gastrointestinal dysfunction,bowel sound,abdominal distention,indigestion,hiccup	In the light of your symptoms, functional intestine disorders (also known as gastrointestinal disorders) are being considered. The gastrointestinal tract has many neurological atoms, which are closely related to diet and cooling.
diarrhea,hemorrhoid,abdominal distention,indigestion	In response to this consultation, the doctor updated the concluding recommendation: according to the information you have given, abdominal swelling and diarrhea are likely to occur, and it is recommended that the intestinal mirror be reviewed to exclude the possibility of intestinal inflammation, which is likely to be associated with diarrhea or hemorrhoids.
diarrhea,stomach ache,hiccup	Do you have any other symptoms? Stomach ache, hiccup, diarrhea?
dysbacteriosis,indigestion	This is an indigestion of the intestinal tract, which is recommended for the treatment of monopoly dimethyl silicone. This doesn't matter.
disgusting,diarrhea,abdominal pain,stomach ache,frustration	Do you have stomach pains, stomach ache, nausea, vomiting, etc?
diarrhea,loose stool,sticky stool	How many times a day do you have to take a shit? Do you have a diarrhea or paste?
heat,counter-current,back pain	Excuse me, do you have a fever, anti-acid, back pain, or something?
fever,urgency,frequent urination	What are you talking about?
indigestion,bitter	What's the matter with you?
heat,bowel sound	Is there a fever, or is there something wrong with the intestine? Is it hot?
